time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z;quat_w;quat_x;quat_y;quat_z
106;-1.5600000000;-2.1200000000;-9.2900000000;-4.3750000000;-1.6250000000;1.7500000000;13.0625000000;-6.2500000000;43.7500000000;0.0883790000;0.1737670000;-0.9769900000;-0.0862430000
107;-1.3300000000;-1.7700000000;-9.5200000000;-1.3750000000;-3.8125000000;-0.8750000000;13.0625000000;-6.2500000000;45.0625000000;0.0892330000;0.1749270000;-0.9767460000;-0.0859370000
108;-1.6500000000;-1.8600000000;-9.5400000000;-0.3750000000;0.7500000000;-0.3125000000;13.0625000000;-6.2500000000;45.0625000000;0.0897220000;0.1749880000;-0.9767460000;-0.0856320000
109;-1.5300000000;-1.8000000000;-9.3200000000;0.3125000000;-0.7500000000;-1.1875000000;12.6875000000;-5.8750000000;45.0000000000;0.0894170000;0.1759030000;-0.9766240000;-0.0853880000
110;-1.2700000000;-1.6300000000;-9.5700000000;3.0000000000;-0.3750000000;0.6875000000;13.0625000000;-6.6875000000;43.8750000000;0.0898440000;0.1766360000;-0.9763790000;-0.0860600000
111;-1.5800000000;-2.0000000000;-9.1800000000;-0.4375000000;3.5625000000;-0.1250000000;12.2500000000;-6.2500000000;44.6875000000;0.0887450000;0.1765140000;-0.9765010000;-0.0860600000
112;-1.5600000000;-1.7700000000;-9.1400000000;2.3125000000;-0.8125000000;0.3750000000;12.6875000000;-5.8750000000;44.6875000000;0.0889280000;0.1769410000;-0.9763180000;-0.0868530000
113;-1.4000000000;-2.1500000000;-9.3700000000;-2.6875000000;0.1250000000;-0.6875000000;12.6875000000;-5.8750000000;44.6875000000;0.0890500000;0.1770630000;-0.9763790000;-0.0861820000
114;-1.6400000000;-1.8900000000;-9.4800000000;1.0625000000;1.6875000000;0.5000000000;12.6875000000;-5.5625000000;45.0625000000;0.0888670000;0.1777340000;-0.9762570000;-0.0859990000
115;-1.5100000000;-1.8800000000;-9.1700000000;-0.3125000000;0.1875000000;-1.6250000000;12.2500000000;-5.8750000000;44.2500000000;0.0886230000;0.1781010000;-0.9761960000;-0.0863650000
116;-1.4200000000;-1.7400000000;-9.1100000000;-0.6875000000;-0.4375000000;1.0625000000;12.2500000000;-6.2500000000;46.2500000000;0.0886230000;0.1781010000;-0.9761960000;-0.0863040000
117;-1.6000000000;-2.0200000000;-9.0700000000;-2.2500000000;0.5625000000;0.4375000000;13.0625000000;-5.8750000000;44.6875000000;0.0889890000;0.1790770000;-0.9760130000;-0.0858150000
118;-1.3500000000;-1.8300000000;-9.2800000000;-1.7500000000;-3.3750000000;-0.0625000000;13.0625000000;-5.8750000000;44.6875000000;0.0899050000;0.1792600000;-0.9759520000;-0.0852660000
119;-1.5600000000;-1.9500000000;-9.5300000000;0.0000000000;-2.0625000000;0.7500000000;12.6875000000;-5.8750000000;45.0000000000;0.0906980000;0.1796870000;-0.9758910000;-0.0842900000
120;-1.5600000000;-1.9400000000;-9.5700000000;-1.2500000000;-0.2500000000;-1.7500000000;13.0625000000;-6.6875000000;44.6875000000;0.0910030000;0.1802370000;-0.9757690000;-0.0841670000
